epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,1357.69,1.38934,0.8481,0.00933,0.66222,0.75391,0.73503,0.38331,1.86992,1.15252,0.02134,0.00041005,0.00041005,0.00041005
88,1372.97,1.41292,0.85341,0.00925,0.66186,0.65575,0.67993,0.35241,1.84362,1.34882,0.02166,0.000406516,0.000406516,0.000406516
89,1388.31,1.39007,0.85701,0.00909,0.73692,0.71225,0.75217,0.38504,1.83865,1.17745,0.02264,0.000402982,0.000402982,0.000402982
90,1403.55,1.38318,0.82926,0.00913,0.72317,0.68823,0.72753,0.3864,1.85424,1.14981,0.02227,0.000399447,0.000399447,0.000399447
91,1418.91,1.37272,0.78502,0.00897,0.6972,0.70142,0.74885,0.38665,1.8488,1.13727,0.02246,0.000395913,0.000395913,0.000395913
92,1434.1,1.35347,0.79963,0.00905,0.714,0.65887,0.70187,0.35954,1.94182,1.2544,0.02449,0.000392379,0.000392379,0.000392379
93,1449.24,1.37718,0.79782,0.00928,0.69823,0.67977,0.7401,0.38523,1.86716,1.2027,0.022,0.000388844,0.000388844,0.000388844
94,1464.22,1.37137,0.81878,0.00917,0.79709,0.6386,0.7447,0.38876,1.86772,1.13091,0.02146,0.00038531,0.00038531,0.00038531
95,1479.51,1.38554,0.82084,0.00893,0.6493,0.69463,0.70291,0.34242,1.97463,1.30444,0.02347,0.000381776,0.000381776,0.000381776
96,1494.69,1.33785,0.7824,0.00891,0.70585,0.79227,0.78163,0.40399,1.8724,1.1018,0.02229,0.000378242,0.000378242,0.000378242
97,1509.73,1.35249,0.79692,0.00887,0.75325,0.73094,0.77974,0.39619,1.89186,1.09812,0.02224,0.000374707,0.000374707,0.000374707
98,1524.97,1.33605,0.77246,0.00882,0.72643,0.77223,0.80998,0.39006,1.91917,1.08733,0.02365,0.000371173,0.000371173,0.000371173
99,1540.04,1.31687,0.75307,0.00881,0.69815,0.77044,0.76963,0.39952,1.87508,1.14323,0.02269,0.000367639,0.000367639,0.000367639
100,1555.06,1.33821,0.77621,0.00888,0.79782,0.68939,0.75471,0.38984,1.82525,1.19262,0.02188,0.000364104,0.000364104,0.000364104
101,1570.07,1.33426,0.77783,0.0085,0.76429,0.75084,0.76749,0.395,1.82072,1.20914,0.02194,0.00036057,0.00036057,0.00036057
102,1585.31,1.33777,0.75234,0.0087,0.77247,0.7115,0.76234,0.39879,1.88854,1.17702,0.02386,0.000357036,0.000357036,0.000357036
103,1600.36,1.30579,0.72889,0.00839,0.72751,0.70263,0.75907,0.39967,1.86358,1.15181,0.02212,0.000353501,0.000353501,0.000353501
104,1616.11,1.29499,0.73363,0.00847,0.68753,0.65843,0.70422,0.36556,1.94442,1.27372,0.02312,0.000349967,0.000349967,0.000349967
105,1631.58,1.32261,0.77063,0.0085,0.73346,0.69758,0.72987,0.38069,1.8932,1.25356,0.0227,0.000346433,0.000346433,0.000346433
106,1647.4,1.30313,0.72018,0.0083,0.73271,0.70914,0.76675,0.38161,1.89691,1.15352,0.02277,0.000342899,0.000342899,0.000342899
107,1662.56,1.29255,0.73072,0.0083,0.71075,0.70806,0.75474,0.39005,1.9207,1.18027,0.02208,0.000339364,0.000339364,0.000339364
108,1677.63,1.28675,0.71383,0.00832,0.69928,0.73236,0.7611,0.38686,1.90945,1.20253,0.02264,0.00033583,0.00033583,0.00033583
109,1692.75,1.29424,0.73344,0.00845,0.76846,0.73333,0.7753,0.39786,1.84664,1.07265,0.02165,0.000332296,0.000332296,0.000332296
110,1708,1.29636,0.74505,0.00803,0.77507,0.67454,0.76435,0.39537,1.93872,1.11366,0.02258,0.000328761,0.000328761,0.000328761
